,Date,close,Predicted_score,close_percent_change,predicted_close_percent_change
3721,2023-06-15 16:00:00,28.785,28.027948,-0.008097863542384509,0.002666831
3722,2023-06-15 17:00:00,28.6,27.934492,-0.006426958485322154,-0.003334403
3723,2023-06-15 18:00:00,29.08,28.054947,0.016783216783216703,0.0043120384
3724,2023-06-15 19:00:00,28.85,28.095259,-0.007909215955983373,0.0014368296
3725,2023-06-15 20:00:00,29.0,27.964596,0.005199306759098743,-0.004650712
3726,2023-06-15 21:00:00,28.82,28.67578,-0.006206896551724128,0.025431514
3727,2023-06-15 22:00:00,28.99,28.594812,0.00589868147120054,-0.0028235316
3728,2023-06-15 23:00:00,29.47,28.67302,0.01655743359779227,0.0027350187
3729,2023-06-16 08:00:00,29.47,28.810188,0.0,0.004783869
3730,2023-06-16 09:00:00,29.43,27.979033,-0.001357312521207965,-0.028849363
3731,2023-06-16 10:00:00,29.19,28.455063,-0.00815494393476035,0.017013788
3732,2023-06-16 12:00:00,28.03,28.685097,-0.03973963686193904,0.008084059
3733,2023-06-16 13:00:00,28.72,27.429642,0.024616482340349632,-0.043766797
3734,2023-06-16 14:00:00,28.86,27.4914,0.004874651810584885,0.0022515059
3735,2023-06-16 15:00:00,28.86,28.121267,0.0,0.02291143
3736,2023-06-16 16:00:00,28.735,28.196745,-0.004331254331254364,0.0026839972
3737,2023-06-16 17:00:00,28.63,28.103258,-0.0036540803897685548,-0.0033155084
3738,2023-06-16 18:00:00,28.915,28.060602,0.009954593084177343,-0.0015178323
3739,2023-06-16 19:00:00,28.7,28.120188,-0.0074355870655369305,0.002123475
3740,2023-06-16 20:00:00,28.93,28.00793,0.008013937282229877,-0.003992021
3741,2023-06-16 21:00:00,28.91,28.455677,-0.0006913238852401804,0.015986443
3742,2023-06-16 22:00:00,28.97,28.681322,0.0020754064337598077,0.007929683
